question_id,book_id,chapter_id,set_id,question_text,option_a,option_b,option_c,option_d,correct_answer,explanation,difficulty,question_type
E01-C12-08-003,eng-01,ch12,E01-C12-08,She gave me some advice ( ) my problem. 空所に入る最も適切な語句を選びなさい。,solve,to solve,solving,solved,B,"「私の問題を解決するためのアドバイス」という意味です。名詞 ""advice"" を修飾する不定詞の形容詞的用法 ""to solve"" を使います。",1,multiple_choice
E01-C12-08-004,eng-01,ch12,E01-C12-08,"空所に入る最も適切な語句を選びなさい: ""He has no one ( ) to.""",talk,to talk,talking,talked,B,"「話す相手が誰もいない」という意味です。""talk to someone"" の関係から、前置詞 ""to"" が必要です。P.110, P.111の注意点を確認してください。",3,multiple_choice
E01-C12-08-005,eng-01,ch12,E01-C12-08,"空所に入る最も適切な語句を選びなさい: ""This is the best way ( ) English.""",learn,to learn,learning,learned,B,"最上級 (the best) が修飾する名詞 ""way"" に続く不定詞は形容詞的用法です。「英語を学ぶための最良の方法」という意味になります。",2,multiple_choice
E01-C12-08-006,eng-01,ch12,E01-C12-08,The key seems ( ) yesterday. に入る最も適切な形を選びなさい。,lose,to lose,have lost,to have been lost,D,"「その鍵は昨日なくされたように見える」という意味です。鍵がなくされたのは過去 (yesterday) であり、かつ受け身の意味合いが必要です。不定詞の完了受動態 ""to have been lost"" を使います。P.111の完了形のルールと受動態の知識が必要です。",3,multiple_choice
E01-C12-08-007,eng-01,ch12,E01-C12-08,I have a chance ( ) him tomorrow. 空所に入る最も適切な語句を選びなさい。,meet,to meet,meeting,met,B,"「明日彼に会う機会」という意味です。名詞 ""chance"" を修飾する不定詞の形容詞的用法 ""to meet"" を使います。",1,multiple_choice
E01-C12-08-008,eng-01,ch12,E01-C12-08,She seems to have worked hard. の和訳として最も適切なものを選びなさい。,彼女は一生懸命働いているように見える。,彼女は一生懸命働くべきに見える。,彼女は一生懸命働かなければならないように見える。,彼女は一生懸命働いたように見える。,D,"不定詞の完了形 ""to have worked"" は、文の動詞 ""seems"" (現在) よりも過去の出来事を表します。「（過去に）一生懸命働いたように（今）見える」という意味です。P.111の解説を確認してください。",3,multiple_choice
E01-C12-08-009,eng-01,ch12,E01-C12-08,"不定詞の形容詞的用法 ""a pencil to write with"" (P.111) が正しい文である理由を説明しなさい。",writeが自動詞であり、pencilを手段として使うために前置詞withが必要だから。,write withが熟語だから。,不定詞の慣用表現だから。,pencilが道具を表す名詞だから。,A,"この文が正しい理由は、通常「ペンや鉛筆で書く」と言う場合、""write with a pencil/pen"" のように前置詞 ""with"" を使うためです。不定詞の形容詞的用法でもこの関係は維持され、修飾される名詞 ""pencil"" が ""write with"" の後に来て意味が通じるように ""with"" を残します。P.111の例文と解説を確認してください。",3,multiple_choice
E01-C12-08-010,eng-01,ch12,E01-C12-08,不定詞の形容詞的用法と完了形に関する記述として、正しいものを一つ選びなさい。,形容詞的用法は常に「～すること」と訳す。,完了形は常に過去形の文で使われる。,形容詞的用法は名詞の前に置かれる。,完了形は文のVより過去を表す。,D,"不定詞の形容詞的用法は名詞の後ろに置かれ、「～するための」などと訳されます。完了形は文のVの時制に関わらず、それより過去を表します。したがって、Dが正しい記述です。P.108, P.109, P.111を確認してください。",2,multiple_choice
E01-C12-09-001,eng-01,ch12,E01-C12-09,He needs time ( ) his report. 空所に入る最も適切な語句を選びなさい。,finish,to finish,finishing,finished,B,"「彼のレポートを終えるための時間」という意味です。名詞 ""time"" を修飾する不定詞の形容詞的用法 ""to finish"" を使います。P.113のCHECK問題3を参考にしてください。",1,multiple_choice
E01-C12-09-002,eng-01,ch12,E01-C12-09,The ability ( ) languages is important. 空所に入る最も適切な語句を選びなさい。,learn,to learn,learning,learned,B,"「言語を学ぶ能力」という意味です。名詞 ""ability"" の内容を具体的に説明する不定詞の形容詞的用法 ""to learn"" を使います。""ability to V"" はよく使われる形です。",2,multiple_choice
E01-C12-09-003,eng-01,ch12,E01-C12-09,"空所に入る最も適切な語句を選びなさい: ""I have a message ( ) to you.""",deliver,to deliver,delivering,delivered,B,"「あなたに届けるべきメッセージ」という意味です。名詞 ""message"" を修飾する不定詞の形容詞的用法 ""to deliver"" を使います。",1,multiple_choice
E01-C12-09-004,eng-01,ch12,E01-C12-09,"空所に入る最も適切な語句を選びなさい: ""She is looking for someone ( ) with.""",travel,to travel,traveling,traveled,B,"「一緒に旅行する誰か」という意味です。""travel with someone"" の関係から、前置詞 ""with"" が必要です。P.110, P.111の注意点を確認してください。",3,multiple_choice
E01-C12-09-005,eng-01,ch12,E01-C12-09,"空所に入る最も適切な語句を選びなさい: ""There is no need ( ) hurry.""",worry,to worry,hurry,to hurry,D,"「急ぐ必要はない」という意味です。名詞 ""need"" の内容を説明する不定詞の形容詞的用法 ""to hurry"" を使います。""need to V"" の形です。",2,multiple_choice
E01-C12-09-006,eng-01,ch12,E01-C12-09,He is thought ( ) the window last night. に入る最も適切な形を選びなさい。,break,to break,have broken,to have broken,D,"「彼は昨夜、窓を割ったと考えられている」という意味です。窓を割ったのは過去 (last night) なので、不定詞の完了形 ""to have broken"" を使います。P.111の完了形のルールを確認してください。",3,multiple_choice
E01-C12-09-007,eng-01,ch12,E01-C12-09,This is the key ( ) the door. 空所に入る最も適切な語句を選びなさい。,open,to open,opening,opened,B,"「そのドアを開けるための鍵」という意味です。名詞 ""key"" を修飾する不定詞の形容詞的用法 ""to open"" を使います。",1,multiple_choice
E01-C12-09-008,eng-01,ch12,E01-C12-09,"I have a question to ask you. の ""to ask"" と ""question"" の関係は？",S-V関係,O-V関係,名詞=内容関係,修飾-被修飾関係,B,"「質問をする」という関係、つまり ""question"" が ""ask"" の目的語の関係になっています (""ask a question"")。P.110の②の関係を確認してください。",2,multiple_choice
E01-C12-09-009,eng-01,ch12,E01-C12-09,不定詞の形容詞的用法において、修飾される名詞と不定詞 <to V原> の間にはどのような関係がありうるか、P.110で説明されている3つの関係を挙げなさい。,"①名詞がS, V原がV ②名詞が目的語 ③V原が名詞の説明","①名詞がS, V原がV ②名詞が目的語 ③名詞=内容","①名詞がO, V原がV ②名詞が主語 ③名詞=内容","①名詞がS, V原がV ②名詞が補語 ③名詞=内容",B,P.110では、名詞と不定詞 <to V原> の関係として、①名詞がSで、<to V原>がV原である関係 (例文1)、②名詞が<to V原...>の目的語である関係 (例文2)、③<to V原...>が名詞の具体的説明である関係 (例文3、名詞=内容) の3つが挙げられています。,2,multiple_choice
E01-C12-09-010,eng-01,ch12,E01-C12-09,"不定詞の完了形 ""to have Vpp"" が使われる文脈として最も適切なものを選びなさい。",He wants to go abroad next year.,He wanted to go abroad last year.,He seems to have gone abroad last year.,He will seem to go abroad next year.,C,"完了形 ""to have gone"" は、文の動詞 ""seems"" (現在) よりも過去 (last year) の出来事を表しています。他の選択肢は単純形が適切です。P.111のルールを確認してください。",3,multiple_choice
E01-C12-10-001,eng-01,ch12,E01-C12-10,It's time ( ) bed. 空所に入る最も適切な語句を選びなさい。,go to,to go to,going to,went to,B,"It's time to V で「～する時間だ」という定型表現です。名詞 ""time"" を不定詞 ""to go to bed"" が修飾している形容詞的用法と解釈できます。",1,multiple_choice
E01-C12-10-002,eng-01,ch12,E01-C12-10,He made a decision ( ) smoking. 空所に入る最も適切な語句を選びなさい。,quit,to quit,quitting,quitted,B,"「禁煙するという決断」という意味です。名詞 ""decision"" の内容を説明する不定詞の形容詞的用法 ""to quit"" を使います。",2,multiple_choice
E01-C12-10-003,eng-01,ch12,E01-C12-10,"空所に入る最も適切な語句を選びなさい: ""She has a dog ( ) care of.""",take,to take,taking,taken,B,"「世話をするための犬」という意味です。""take care of a dog"" の関係から、不定詞句の最後に前置詞 ""of"" が必要ですが、ここでは ""take care of"" までで一つの動詞句として考え、""to take care of"" が ""dog"" を修飾すると解釈するのが一般的です。ただし、より正確には ""a dog to be taken care of"" となるべきかもしれません。ここでは選択肢に合わせてBを選びます。",2,multiple_choice
E01-C12-10-004,eng-01,ch12,E01-C12-10,"空所に入る最も適切な語句を選びなさい: ""I need someone ( ) on.""",rely,to rely,relying,relied,B,"「頼るための誰か」という意味です。""rely on someone"" の関係から、前置詞 ""on"" が必要です。P.110, P.111の注意点を確認してください。",3,multiple_choice
E01-C12-10-005,eng-01,ch12,E01-C12-10,"空所に入る最も適切な語句を選びなさい: ""Do you have money ( ) a taxi?""",take,to take,taking,taken,B,"「タクシーに乗るためのお金」という意味です。名詞 ""money"" を修飾する不定詞の形容詞的用法 ""to take"" を使います。",1,multiple_choice
E01-C12-10-006,eng-01,ch12,E01-C12-10,The problem seems ( ) difficult for him. に入る最も適切な形を選びなさい。,be,to be,have been,to have been,B,"「その問題は彼には難しそうだ（難しいように見える）」という意味です。現在の状態について述べているので、単純な不定詞 ""to be"" を使います。P.111の完了形との比較を意識してください。",1,multiple_choice
E01-C12-10-007,eng-01,ch12,E01-C12-10,He appears ( ) the answer. に入る最も適切な形を選びなさい。,know,to know,have known,to have known,B,"「彼は答えを知っているように見える」という意味です。現在の状態について述べているので、単純な不定詞 ""to know"" を使います。",1,multiple_choice
E01-C12-10-008,eng-01,ch12,E01-C12-10,She was the only person to survive. の和訳として最も適切なものを選びなさい。,彼女は生き残る唯一の人だった。,彼女は唯一生き残る人だった。,彼女が生き残った唯一の人だった。,彼女だけが生き残る人だった。,C,"the only person を ""to survive"" が修飾しています。「生き残った唯一の人」という意味になります。形容詞的用法の応用例です。",2,multiple_choice
E01-C12-10-009,eng-01,ch12,E01-C12-10,"不定詞の完了形 ""to have Vpp"" が「文のVよりも過去の事柄を表す」というルール (P.111) を、例文 ""She seems to have been sick."" を使って具体的に説明しなさい。",Seems(現在)よりsickだった(過去)ことが古いので完了形を使う。,Seems(現在)とsickだった(過去)が同じ時制ではないので完了形を使う。,Seems(現在)が推量なので完了形を使う。,Sickが状態を表すので完了形を使う。,A,"例文 ""She seems to have been sick."" では、動詞 ""seems"" は現在形であり、「（今）～のように見える」ことを示します。一方、不定詞 ""to have been sick"" は完了形であり、「病気だった」という過去の状態を表します。このように、文の動詞 (seems - 現在) よりも不定詞の内容 (sick - 過去) が時間的に前であるため、完了形 ""to have been sick"" が使われます。これが「文のVよりも過去の事柄を表す」というルールの具体例です。P.111の解説を確認してください。",3,multiple_choice
E01-C12-10-010,eng-01,ch12,E01-C12-10,不定詞の形容詞的用法について、間違った説明を選びなさい。,名詞の後ろに置かれる。,「～するための」「～すべき」といった意味を表す。,修飾される名詞が不定詞の主語や目的語になることがある。,不定詞の部分は必ず動詞の原形で始まる。,D,"不定詞の形容詞的用法は「to + V原形」で始まります。動詞の原形だけではありません。「to」が必要です。他の選択肢は正しい説明です。P.108, P.109, P.110を確認してください。",1,multiple_choice
E01-C13-01-001,eng-01,ch13,E01-C13-01,不定詞の副詞的用法が修飾するのは主にどれか？,名詞,名詞以外（動詞、形容詞、副詞、文全体）,不定詞,前置詞,B,不定詞の副詞的用法は、副詞のように名詞以外の語句（動詞、形容詞、副詞）や文全体を修飾します。P.114の冒頭を確認してください。,1,multiple_choice
E01-C13-01-002,eng-01,ch13,E01-C13-01,"I worked hard to support my family. の ""to support my family"" はどの意味を表すか？",感情の原因,目的,結果,判断の根拠,B,"「家族を養うために」一生懸命働いた、という意味なので、動作の「目的」を表しています。P.114, P.115の例文1を確認してください。",1,multiple_choice
E01-C13-01-003,eng-01,ch13,E01-C13-01,"I am happy to see you again. の ""to see you again"" はどの意味を表すか？",目的,結果,感情の原因,条件,C,happy という感情の原因を「あなたに再会して」と説明しています。P.115の例文2を確認してください。,1,multiple_choice
E01-C13-01-004,eng-01,ch13,E01-C13-01,"空所に入る最も適切な語句を選びなさい: ""He must be rich ( ) such an expensive car.""",buy,to buy,buying,bought,B,「そんな高価な車を買うなんて」金持ちに違いない、という「判断の根拠」を表す不定詞です。P.116の例文3を確認してください。,2,multiple_choice
E01-C13-01-005,eng-01,ch13,E01-C13-01,She grew up ( ) a doctor. 空所に入る最も適切な語句を選びなさい。,be,to be,being,was,B,"「成長して医者になった」という「結果」を表す用法です。""grow up to be ~"" の形を使います。P.116の例文4と頻出パターン①を確認してください。",2,multiple_choice
E01-C13-01-006,eng-01,ch13,E01-C13-01,"空所に入る最も適切な語句を選びなさい: ""My father let me ( ) his car.""",drive,to drive,driving,driven,A,"let は使役動詞で、「let + O + V原形」の形をとります。「父は私に車を運転させてくれた」という意味です。P.118, P.119の例文9と解説を確認してください。",2,multiple_choice
E01-C13-01-007,eng-01,ch13,E01-C13-01,"空所に入る最も適切な語句を選びなさい: ""I heard someone ( ) my name.""",call,to call,calling,called,A,hear は知覚動詞で、「hear + O + V原形」の形をとります。「誰かが私の名前を呼ぶのを聞いた」という意味です。P.119の例文10と解説を確認してください。,2,multiple_choice
E01-C13-01-008,eng-01,ch13,E01-C13-01,不定詞を否定する形として正しいものを選びなさい。,to V not,to not V,not to V,not V to,C,"不定詞を否定する場合は、""to V原形"" の直前に ""not"" または ""never"" を置きます。P.118の「不定詞共通ルール③」を確認してください。",1,multiple_choice
E01-C13-01-009,eng-01,ch13,E01-C13-01,"CHECK問題 問2-3 ""I saw her ( ) the room."" の正解が ""enter"" である。なぜ ""to enter"" ではいけないのか、理由を説明しなさい。",sawが過去形だから,herが目的格だから,sawが知覚動詞で、後ろにO+V原形をとるから,enterが自動詞だから,C,"この問題の正解は④ enter です。その理由は、文の動詞 ""saw"" (seeの過去形) が知覚動詞だからです。知覚動詞は、目的語の後ろに原形不定詞（V原形）を置いて「Oが～するのを見る」という形（SVOC）をとります。したがって、to不定詞の ""to enter"" ではなく、原形不定詞の ""enter"" が正解となります。P.119, P.121の解説を確認してください。",2,multiple_choice
E01-C13-01-010,eng-01,ch13,E01-C13-01,原形不定詞 とは何のことか、最も適切な説明を選びなさい。,動詞の原形そのもの,to がつかない不定詞 (V原形),不定詞の名詞的用法,不定詞の副詞的用法,B,"原形不定詞とは、「to V原形」から ""to"" が取れて、動詞の原形 (V原形) だけになった形の不定詞のことです。使役動詞や知覚動詞の後で使われます。P.118の定義を確認してください。",1,multiple_choice
E01-C13-02-001,eng-01,ch13,E01-C13-02,不定詞の副詞的用法のうち、「～するために」という意味を表すのはどれか？,感情の原因,目的,結果,判断の根拠,B,"「～するために」「～するように」という意味を表すのは「目的」の用法です。P.114, P.115を確認してください。",1,multiple_choice
E01-C13-02-002,eng-01,ch13,E01-C13-02,He was surprised ( ) the result. 空所に入る最も適切な語句を選びなさい。,see,to see,seeing,saw,B,"「その結果を見て驚いた」という「感情の原因」を表す不定詞です。""surprised"" という感情を表す語の後ろに置かれます。P.115の例文2の形を確認してください。",1,multiple_choice
E01-C13-02-003,eng-01,ch13,E01-C13-02,He must be a fool ( ) so. 空所に入る最も適切な語句を選びなさい。,say,to say,saying,said,B,「そう言うなんて」彼は馬鹿に違いない、という「判断の根拠」を表す不定詞です。P.116の例文3を確認してください。,2,multiple_choice
E01-C13-02-004,eng-01,ch13,E01-C13-02,My grandmother lived ( ) ninety. 空所に入る最も適切な語句を選びなさい。,be,to be,being,was,B,"「90歳まで生きた」という「結果」を表す用法です。""live to be 年齢"" の形を使います。P.116の頻出パターン②を確認してください。",2,multiple_choice
E01-C13-02-005,eng-01,ch13,E01-C13-02,"空所に入る最も適切な語句を選びなさい: ""He is strong ( ) lift the heavy box.""",too,enough,so,very,B,「その重い箱を持ち上げるほど強い」という意味です。「形容詞/副詞 + enough to V」の形を使います。P.117の例文5と解説を確認してください。,2,multiple_choice
E01-C13-02-006,eng-01,ch13,E01-C13-02,"空所に入る最も適切な語句を選びなさい: ""My mother made me ( ) my room.""",clean,to clean,cleaning,cleaned,A,make は使役動詞で、「make + O + V原形」の形をとります。「母は私に部屋を掃除させた」という意味です。P.118の解説を確認してください。,2,multiple_choice
E01-C13-02-007,eng-01,ch13,E01-C13-02,"空所に入る最も適切な語句を選びなさい: ""We felt the house ( ).""",shake,to shake,shaking,shaken,A,feel は知覚動詞で、「feel + O + V原形」の形をとります。「私たちは家が揺れるのを感じた」という意味です。P.119の解説を確認してください。,2,multiple_choice
E01-C13-02-008,eng-01,ch13,E01-C13-02,"空所に入る最も適切な語句を選びなさい: ""He tried hard ( ) fail the exam.""",not to,to not,never to,to never,A,"「試験に落ちないように」努力した、という意味です。不定詞の否定は ""not to V"" または ""never to V"" ですが、文脈から「～しないように」という目的の否定が自然なので ""not to"" を選びます。P.118のルールを確認してください。",2,multiple_choice
E01-C13-02-009,eng-01,ch13,E01-C13-02,"CHECK問題 問1-1 ""Dick was sad to hear the news."" の ""to hear the news"" が「感情の原因」であると判断できる理由を説明しなさい。",sadという感情を表す語があり、その理由を不定詞が説明しているから。,hear the newsが過去の出来事だから。,Dickが主語だから。,文が第2文型だから。,A,"この問題の正解は② 感情の原因 です。その理由は、文の前半 ""Dick was sad"" で「ディックは悲しかった」という感情が述べられており、それに続く不定詞 ""to hear the news"" が「その知らせを聞いて」という、なぜ悲しかったのかの原因を説明しているからです。感情を表す語の後ろの不定詞は、感情の原因を示すことが多いです。P.115, P.121の解説を確認してください。",2,multiple_choice
E01-C13-02-010,eng-01,ch13,E01-C13-02,"使役動詞 make, have, let のうち、「許可」の意味合いが最も強いのはどれか？",make,have,let,すべて同じ,C,使役動詞の中でも、makeは「強制」、haveは「依頼」、letは「許可（～させてあげる）」の意味合いが強いとされています。P.118の解説を確認してください。,1,multiple_choice
E01-C13-03-001,eng-01,ch13,E01-C13-03,"in order to V や ""so as to V"" は、不定詞の副詞的用法のどの意味を明確にするために使われるか？",感情の原因,目的,結果,判断の根拠,B,"in order to V や ""so as to V"" は、「～するために」という「目的」の意味を明確に示します。P.115を確認してください。",1,multiple_choice
E01-C13-03-002,eng-01,ch13,E01-C13-03,"He left home, never ( ) back. 空所に入る最も適切な語句を選びなさい。",come,to come,coming,came,B,"「家を出て、二度と戻らなかった」という「結果」を表す用法です。""never to V原形"" の形を使います。P.116の頻出パターン③を確認してください。",2,multiple_choice
E01-C13-03-003,eng-01,ch13,E01-C13-03,"I worked hard, only ( ) the project. 空所に入る最も適切な語句を選びなさい。",fail,to fail,failing,failed,B,"「一生懸命働いたが、結局そのプロジェクトに失敗しただけだった」という「結果（残念な結果）」を表す用法です。""only to V原形"" の形を使います。P.116の頻出パターン④を確認してください。",2,multiple_choice
E01-C13-03-004,eng-01,ch13,E01-C13-03,"空所に入る最も適切な語句を選びなさい: ""This book is too difficult ( ).""",understand,to understand,understanding,understood,B,「この本は難しすぎて理解できない」という意味です。「too + 形容詞/副詞 + to V」の形を使います。P.117の解説を確認してください。,2,multiple_choice
E01-C13-03-005,eng-01,ch13,E01-C13-03,"To hear him speak English, you would think he is American. の ""To hear him speak English"" はどの意味を表すか？",目的,結果,感情の原因,条件,D,「彼の英語を聞けば、アメリカ人だと思うだろう」という意味で、「もし～すれば」という「条件」を表しています。仮定法と共に使われることが多い用法です。P.117の例文6を確認してください。,3,multiple_choice
E01-C13-03-006,eng-01,ch13,E01-C13-03,This water is not safe ( ). 空所に入る最も適切な語句を選びなさい。,drink,to drink,drinking,drunk,B,"「この水は飲むには安全ではない」という意味です。形容詞 ""safe"" を後ろから修飾する不定詞です。P.117の例文7の形を確認してください。",2,multiple_choice
E01-C13-03-007,eng-01,ch13,E01-C13-03,"空所に入る最も適切な語句を選びなさい: ""Please have him ( ) me back.""",call,to call,calling,called,A,have は使役動詞（依頼）で、「have + O + V原形」の形をとります。「彼に私に電話をかけ直すように頼んでください」という意味です。P.118の解説を確認してください。,2,multiple_choice
E01-C13-03-008,eng-01,ch13,E01-C13-03,"空所に入る最も適切な語句を選びなさい: ""I told him ( ) late.""",be not,to be not,not to be,to not be,C,"tell + O + to V の形ですが、不定詞を否定するので ""not to V"" となります。「彼に遅れないように言った」という意味です。P.118の否定形のルールを応用します。",2,multiple_choice
E01-C13-03-009,eng-01,ch13,E01-C13-03,"CHECK問題 問2-5 ""Mick was ( ) take care of the sick bird."" の正解が ""kind enough to"" である。この ""enough to V"" の構文はどのような意味を表すか説明しなさい。",Vするには十分すぎるほど…,Vするほど… / …にもVする,Vするために…,Vした結果…,B,"この問題の正解は② kind enough to です。""形容詞/副詞 + enough to V"" の構文は、「Vするほど（十分に）…である」または「…にもVする（親切にも～するなど）」という意味を表します。ここでは「病気の鳥の世話をするほど親切だった」または「親切にも病気の鳥の世話をした」と訳せます。P.117, P.121の解説を確認してください。",2,multiple_choice
E01-C13-03-010,eng-01,ch13,E01-C13-03,使役動詞・知覚動詞の後ろで使われる「原形不定詞」は、文型 (SVOC) のどの要素にあたるか？,S (主語),V (動詞),O (目的語),C (補語),D,"使役動詞や知覚動詞を用いた ""S + V + O + V原形"" の文型は第5文型 (SVOC) であり、原形不定詞 (V原形) は補語 (C) の役割を果たします。「OがCする」という関係になります。P.119の解説を確認してください。",2,multiple_choice
E01-C13-04-001,eng-01,ch13,E01-C13-04,不定詞の副詞的用法のうち、「～して（…という感情）」という意味を表すのはどれか？,目的,感情の原因,結果,判断の根拠,B,「～して嬉しい」「～して悲しい」のように、感情の原因を表す場合に「～して」と訳されます。P.115を確認してください。,1,multiple_choice
E01-C13-04-002,eng-01,ch13,E01-C13-04,不定詞の副詞的用法のうち、「～するなんて（…だと判断する）」という意味を表すのはどれか？,目的,感情の原因,結果,判断の根拠,D,「～するなんて賢い」「～するなんて馬鹿だ」のように、判断の根拠を表す場合に「～するなんて」と訳されます。P.116を確認してください。,1,multiple_choice
E01-C13-04-003,eng-01,ch13,E01-C13-04,不定詞の副詞的用法のうち、「（～して）その結果…になる」という意味を表すのはどれか？,目的,感情の原因,結果,判断の根拠,C,「成長して～になった」「生きて～歳になった」のように、動作に続く結果を表す用法です。P.116を確認してください。,1,multiple_choice
E01-C13-04-004,eng-01,ch13,E01-C13-04,He is old ( ) travel alone. 空所に入る最も適切な語句を選びなさい。,enough to,too to,enough,to,A,「彼は一人旅をするのに十分な年齢だ（一人旅ができるほど年をとっている）」という意味です。「形容詞 + enough to V」の形です。P.117を確認してください。,2,multiple_choice
E01-C13-04-005,eng-01,ch13,E01-C13-04,He is ( ) young to understand it. 空所に入る最も適切な語句を選びなさい。,enough,so,very,too,D,「彼は若すぎてそれを理解できない」という意味です。「too + 形容詞 + to V」の形です。P.117を確認してください。,2,multiple_choice
E01-C13-04-006,eng-01,ch13,E01-C13-04,This question is difficult ( ). 空所に入る最も適切な語句を選びなさい。,answer,to answer,answering,answered,B,"「この問題は答えるには難しい」という意味です。形容詞 ""difficult"" を後ろから修飾する不定詞です。P.117の例文7の形を確認してください。",2,multiple_choice
E01-C13-04-007,eng-01,ch13,E01-C13-04,"使役動詞 ""make"", ""have"", ""let"" の後ろには、目的語の次に何が来るか？",to V原形,V原形,Ving形,Vpp形,B,"使役動詞 (make, have, let) は、目的語の後ろに原形不定詞 (V原形) をとります。P.118, P.119を確認してください。",1,multiple_choice
E01-C13-04-008,eng-01,ch13,E01-C13-04,"知覚動詞 ""see"", ""hear"", ""feel"" の後ろには、目的語の次に何が来ることが多いか？",to V原形,V原形,前置詞句,副詞,B,"知覚動詞 (see, hear, feel など) は、目的語の後ろに原形不定詞 (V原形) をとることが多いです（Ving形も可）。P.119を確認してください。",1,multiple_choice
E01-C13-04-009,eng-01,ch13,E01-C13-04,"不定詞の否定形 ""not to V"" は、不定詞のどの用法の否定にも使えるか？それとも特定の用法だけか？理由と共に説明しなさい。",副詞的用法のみ。目的の否定で使う。,名詞的用法のみ。～しないことを意味する。,形容詞的用法のみ。～しない名詞を意味する。,全ての用法（名詞的、形容詞的、副詞的）で使える。不定詞の直前にnotを置くルールだから。,D,"不定詞の否定形 ""not to V"" (または ""never to V"") は、不定詞の直前に not/never を置くというルールに基づいているため、不定詞の名詞的用法、形容詞的用法、副詞的用法のいずれの否定にも使うことができます。例えば、「～しないこと(名詞的)」「～しないための(形容詞的)」「～しないように(副詞的)」など。P.118のルールは共通ルールとして説明されています。",3,multiple_choice
E01-C13-04-010,eng-01,ch13,E01-C13-04,He let the children swim in the river. (P.119) の文型はどれか？,SVO,SVC,SVOO,SVOC,D,"この文は ""He(S) let(V) the children(O) swim(C)"" という構造で、使役動詞を用いた第5文型 (SVOC) です。OとCの間には「子供たちが泳ぐ」という主語-述語の関係があります。P.119の解説を確認してください。",2,multiple_choice
E01-C13-05-001,eng-01,ch13,E01-C13-05,I went to the library ( ) some books. 空所に入る最も適切な語句を選びなさい。,borrow,to borrow,borrowing,borrowed,B,"「本を借りるために」図書館へ行った、という「目的」を表す不定詞です。P.114, P.115を確認してください。",1,multiple_choice
E01-C13-05-002,eng-01,ch13,E01-C13-05,I'm sorry ( ) you. 空所に入る最も適切な語句を選びなさい。,trouble,to trouble,troubling,troubled,B,"「あなたを困らせてすみません」という「感情の原因」を表す不定詞です。""sorry"" という感情の理由を説明します。P.115を確認してください。",1,multiple_choice
E01-C13-05-003,eng-01,ch13,E01-C13-05,He must be kind ( ) so. 空所に入る最も適切な語句を選びなさい。,help,to help,helping,helped,B,「そう手伝ってくれるなんて」彼は親切に違いない、という「判断の根拠」を表す不定詞です。P.116を確認してください。,2,multiple_choice
E01-C13-05-004,eng-01,ch13,E01-C13-05,"He hurried to the station, only ( ) the train had left. 空所に入る最も適切な語句を選びなさい。",find,to find,finding,found,B,"「駅へ急いだが、結局電車は出てしまっていたことを知っただけだった」という「結果（残念な結果）」を表す用法です。""only to V原形"" の形です。P.116を確認してください。",2,multiple_choice
E01-C13-05-005,eng-01,ch13,E01-C13-05,She is wise ( ) refuse the offer. 空所に入る最も適切な語句を選びなさい。,enough to,too to,enough,to,A,「彼女はその申し出を断るほど賢明だ」という意味です。「形容詞 + enough to V」の形です。P.117を確認してください。,2,multiple_choice
E01-C13-05-006,eng-01,ch13,E01-C13-05,The teacher had the students ( ) the classroom. 空所に入る最も適切な語句を選びなさい。,clean,to clean,cleaning,cleaned,A,have は使役動詞（依頼・指示）で、「have + O + V原形」の形をとります。「先生は生徒たちに教室を掃除させた」という意味です。P.118を確認してください。,2,multiple_choice
E01-C13-05-007,eng-01,ch13,E01-C13-05,"空所に入る最も適切な語句を選びなさい: ""I saw him ( ) across the street.""",run,to run,running,ran,A,"see は知覚動詞で、「see + O + V原形」の形をとります。「彼が通りを横切って走るのを見た」という意味です。（※ Ving形 ""running"" も文法的には可能で、「走っている」という進行中の動作を強調します。）P.119を確認してください。",2,multiple_choice
E01-C13-05-008,eng-01,ch13,E01-C13-05,"空所に入る最も適切な語句を選びなさい: ""She pretended ( ) know the answer.""",not to,to not,never to,to never,A,"「彼女は答えを知らないふりをした」という意味です。""pretend to V"" の不定詞部分を否定するので ""pretend not to V"" となります。P.118の否定形のルールを応用します。",2,multiple_choice
E01-C13-05-009,eng-01,ch13,E01-C13-05,"使役動詞 ""make"", ""have"", ""let"" は全て「～させる」という意味ですが、ニュアンスの違いがあります。""make"" が持つ特有のニュアンスは何か、説明しなさい。",依頼（～してもらう）,許可（～させてあげる）,強制（無理やり～させる）,放任（～するままにさせる）,C,"使役動詞の中でも ""make"" は「強制」のニュアンスが最も強く、「（相手の意思に関わらず）～させる」という意味で使われます。一方、""have"" は「依頼・指示」、""let"" は「許可」のニュアンスが強いです。P.118の解説を確認してください。",2,multiple_choice
E01-C13-05-010,eng-01,ch13,E01-C13-05,不定詞の副詞的用法「結果」を表す頻出パターンとして P.116 で紹介されているものを一つ選びなさい。,so ... as to V,too ... to V,grow up to be ~,in order to V,C,"P.116では、結果を表す頻出パターンとして ① grow up to be ~, ② live to be 年齢, ③ ... never to V原, ④ ... only to V原 の4つが紹介されています。",1,multiple_choice
E01-C13-06-001,eng-01,ch13,E01-C13-06,He came here ( ) me. 空所に入る最も適切な語句を選びなさい。,see,to see,seeing,saw,B,"「私に会うために」ここへ来た、という「目的」を表す不定詞です。P.114, P.115を確認してください。",1,multiple_choice
